,donor,cc_normed,score
30007537520_SEACell-7,30007537520_SEACell,0.9571190033636052,0.08690190172589764
30007537520_SEACell-4,30007537520_SEACell,0.5879226011472142,0.07252279094135801
30007537520_SEACell-5,30007537520_SEACell,0.7761152051290239,0.06646725806642874
30007537520_SEACell-8,30007537520_SEACell,0.8476020652374485,0.07673376149860686
30007533621_SEACell-5,30007533621_SEACell,1.0375819077301707,0.09931129116145
30007533621_SEACell-3,30007533621_SEACell,0.7710609138029916,0.09683943320503663
30007533621_SEACell-1,30007533621_SEACell,0.7507162790221891,0.09421547253094681
30007533621_SEACell-0,30007533621_SEACell,0.816845696823116,0.09267981651527374
30007533621_SEACell-8,30007533621_SEACell,0.8581895992235652,0.095073490643968
30007533621_SEACell-9,30007533621_SEACell,0.6302527676600109,0.08599176797194968
30007533621_SEACell-10,30007533621_SEACell,0.6433279407320639,0.08744153476692328
30007533621_SEACell-4,30007533621_SEACell,0.8310493208481179,0.08468874325667902
30007533621_SEACell-7,30007533621_SEACell,0.8621008381509723,0.08552600133435259
30007533621_SEACell-2,30007533621_SEACell,0.7544333587020459,0.08282054911106031
30007533621_SEACell-6,30007533621_SEACell,0.9835178754770992,0.08990213834015247
30007535700_SEACell-17,30007535700_SEACell,0.8599706505449279,0.09452076322031835
30007535700_SEACell-11,30007535700_SEACell,0.7379026848276302,0.08991100511338267
30007535700_SEACell-3,30007535700_SEACell,1.0577271048257817,0.07948760000808096
30007535700_SEACell-14,30007535700_SEACell,0.8587456235528959,0.0691925702433954
30007535700_SEACell-8,30007535700_SEACell,0.7392616724357485,0.07608950422956445
30007535700_SEACell-7,30007535700_SEACell,0.8425533970396989,0.0925722416051455
30007535700_SEACell-10,30007535700_SEACell,0.7639529048392729,0.0825747078011376
30007535700_SEACell-20,30007535700_SEACell,0.7800484630703031,0.07719261371489158
30007535700_SEACell-5,30007535700_SEACell,0.7858105814746368,0.08017689127778803
30007535700_SEACell-12,30007535700_SEACell,0.7713275652458491,0.07083355822463841
30007535700_SEACell-13,30007535700_SEACell,0.6744577081863303,0.06533816564099322
30007535700_SEACell-2,30007535700_SEACell,1.0076049778683145,0.07393292090336989
30007535700_SEACell-16,30007535700_SEACell,0.9504721645308887,0.06741482693450458
30007535700_SEACell-1,30007535700_SEACell,0.6490405053267861,0.046862564590056374
30007535700_SEACell-18,30007535700_SEACell,0.9555568537311716,0.08795272324006119
30007535700_SEACell-19,30007535700_SEACell,0.8240442792500472,0.0870795911950465
30007535700_SEACell-0,30007535700_SEACell,0.8851641267823265,0.07357441409700119
30007535700_SEACell-9,30007535700_SEACell,0.6160976457643773,0.08131580251755419
30007535700_SEACell-4,30007535700_SEACell,1.10067649749561,0.07702678604149935
30007535700_SEACell-15,30007535700_SEACell,0.6407575949781205,0.06127922073279603
30007535700_SEACell-6,30007535700_SEACell,1.0918485641901423,0.06850349556447623
30007500494_SEACell-8,30007500494_SEACell,0.9938423283814405,0.10581622672882127
30007500494_SEACell-2,30007500494_SEACell,0.6646691737293341,0.08777190226104938
30007500494_SEACell-11,30007500494_SEACell,0.8638754661289773,0.123761185540537
30007500494_SEACell-7,30007500494_SEACell,0.7597066871649686,0.09673568773504253
30007500494_SEACell-9,30007500494_SEACell,0.8996298655706849,0.10709858879473501
30007500494_SEACell-14,30007500494_SEACell,0.8199860046291334,0.09450835202509704
30007500494_SEACell-13,30007500494_SEACell,0.8357435348827482,0.09527526288435345
30007500494_SEACell-12,30007500494_SEACell,0.5717985136115517,0.10197735147826598
30007500494_SEACell-10,30007500494_SEACell,0.8395992734208712,0.10219924161662033
30007500494_SEACell-6,30007500494_SEACell,0.8100759049413022,0.11978292264951333
30007500494_SEACell-0,30007500494_SEACell,0.9420835526198537,0.07778143471552416
30007500494_SEACell-3,30007500494_SEACell,0.8547366478661176,0.09770495679582411
30007500494_SEACell-4,30007500494_SEACell,0.8122490215902621,0.07215520535515677
30007500494_SEACell-1,30007500494_SEACell,0.7340366170394519,0.0799659713670045
30007500494_SEACell-5,30007500494_SEACell,0.6430646641581065,0.1002138403244921
30007540537_SEACell-2,30007540537_SEACell,0.8459225180212882,0.12173974240723423
30007540537_SEACell-15,30007540537_SEACell,0.9136336893108046,0.11091743843799784
30007540537_SEACell-1,30007540537_SEACell,0.9324057487785534,0.1156403654552337
30007540537_SEACell-16,30007540537_SEACell,0.9560061954695654,0.10998196313059992
30007540537_SEACell-7,30007540537_SEACell,0.926123889149174,0.09009868916124496
30007540537_SEACell-0,30007540537_SEACell,0.8080869339770891,0.11012249494864282
30007540537_SEACell-11,30007540537_SEACell,0.6023175054239694,0.10267567608526937
30007540537_SEACell-10,30007540537_SEACell,0.531289032336302,0.08765516043333288
30007540537_SEACell-9,30007540537_SEACell,0.7957824830328287,0.11012642543253245
30007540537_SEACell-18,30007540537_SEACell,0.8115568436230527,0.09804485640899681
30007540537_SEACell-3,30007540537_SEACell,0.7919921571417704,0.10926398444298013
30007540537_SEACell-6,30007540537_SEACell,0.7285691870967651,0.0980924091241278
30007540537_SEACell-19,30007540537_SEACell,0.754288974963312,0.10320878252388606
30007540537_SEACell-13,30007540537_SEACell,0.8848681557736264,0.09518004243416048
30007540537_SEACell-4,30007540537_SEACell,0.8732576496217604,0.09767916853186048
30007540537_SEACell-14,30007540537_SEACell,0.777143362881139,0.10607761032853615
30007540537_SEACell-8,30007540537_SEACell,0.7633869799980985,0.08545565221517556
30007540537_SEACell-12,30007540537_SEACell,1.1359386257782003,0.08982452597029607
30007540537_SEACell-5,30007540537_SEACell,1.1378571632587378,0.1049580483769517
30007540537_SEACell-17,30007540537_SEACell,1.1410583787178659,0.0970407618176534
30007479134_SEACell-5,30007479134_SEACell,0.8200541644518757,0.1113850229208
30007479134_SEACell-12,30007479134_SEACell,1.0287713924560118,0.09371207298838653
30007479134_SEACell-9,30007479134_SEACell,0.7068650610651401,0.10497636159127961
30007479134_SEACell-1,30007479134_SEACell,0.872924797227607,0.08419706587590285
30007479134_SEACell-7,30007479134_SEACell,0.7885579014253061,0.08105380762388327
30007479134_SEACell-11,30007479134_SEACell,0.9596762734467712,0.084590562428902
30007479134_SEACell-3,30007479134_SEACell,0.928774812074073,0.09165418658620411
30007479134_SEACell-8,30007479134_SEACell,0.8545720929077053,0.08389213200228433
30007479134_SEACell-13,30007479134_SEACell,0.7191544687373777,0.09095948005164341
30007479134_SEACell-0,30007479134_SEACell,1.1592278641643106,0.08090590945091794
30007479134_SEACell-2,30007479134_SEACell,1.0504816305851468,0.0770822365576218
30007479134_SEACell-10,30007479134_SEACell,0.8064959781376768,0.0680333427078597
30007479134_SEACell-6,30007479134_SEACell,0.6825428909869625,0.06770166313038013
30007479134_SEACell-4,30007479134_SEACell,0.7634673030965946,0.06892321594295785
30007534635_SEACell-3,30007534635_SEACell,0.8436526654791856,0.1086069911723984
30007534635_SEACell-4,30007534635_SEACell,0.7448837044203471,0.09769153490748365
30007534635_SEACell-12,30007534635_SEACell,0.7836891872141231,0.08965663330499807
30007534635_SEACell-2,30007534635_SEACell,0.7702454890658167,0.09591414231274699
30007534635_SEACell-9,30007534635_SEACell,0.8112061342979036,0.09085968945596176
30007534635_SEACell-10,30007534635_SEACell,1.0219072289185807,0.08839286268312718
30007534635_SEACell-7,30007534635_SEACell,0.873028214227579,0.09212186259298966
30007534635_SEACell-8,30007534635_SEACell,0.6464896576018522,0.08342804827191476
30007534635_SEACell-5,30007534635_SEACell,0.7310713923017305,0.09927272827378444
30007534635_SEACell-0,30007534635_SEACell,0.887339925729073,0.09832488290105305
30007534635_SEACell-1,30007534635_SEACell,0.9329063112587684,0.10353918432752637
30007534635_SEACell-11,30007534635_SEACell,0.6558141389881329,0.06909249734494194
30007534635_SEACell-6,30007534635_SEACell,0.8805023069515576,0.08297214221744705
30007493666_SEACell-10,30007493666_SEACell,1.131512960322445,0.0791313186560852
30007493666_SEACell-2,30007493666_SEACell,0.7079460658337166,0.06910921262718926
30007493666_SEACell-5,30007493666_SEACell,0.9831633903509821,0.0836404116580739
30007493666_SEACell-6,30007493666_SEACell,0.9309351833373967,0.07055144701430302
30007493666_SEACell-8,30007493666_SEACell,0.8681678487808753,0.09017752772885991
30007493666_SEACell-1,30007493666_SEACell,0.759441382607016,0.07873835458738522
30007493666_SEACell-9,30007493666_SEACell,0.9654278538462564,0.08215922102183931
30007493666_SEACell-4,30007493666_SEACell,0.777058856349379,0.06427266238610008
30007493666_SEACell-7,30007493666_SEACell,0.8603760820603948,0.08094725056267602
30007493666_SEACell-0,30007493666_SEACell,0.5540330231276003,0.05559890256706214
30007493666_SEACell-3,30007493666_SEACell,1.1283875647672794,0.052494082575154824
30007494922_SEACell-3,30007494922_SEACell,0.8553120466731304,0.08544989032519745
30007494922_SEACell-14,30007494922_SEACell,0.8910023720901085,0.06997048503277152
30007494922_SEACell-8,30007494922_SEACell,0.8060149854875044,0.07254744189603908
30007494922_SEACell-15,30007494922_SEACell,0.8657490556058715,0.057386594053763784
30007494922_SEACell-0,30007494922_SEACell,0.8714073744956271,0.07655779522001638
30007494922_SEACell-10,30007494922_SEACell,0.9113160308836475,0.06722445605875099
30007494922_SEACell-6,30007494922_SEACell,0.7505476576718982,0.06163620626840319
30007494922_SEACell-16,30007494922_SEACell,0.8982780565651258,0.08736341053361632
30007494922_SEACell-7,30007494922_SEACell,0.8863933352418587,0.052511485413357956
30007494922_SEACell-11,30007494922_SEACell,0.993402900574518,0.07371804148617007
30007494922_SEACell-5,30007494922_SEACell,0.602847199629865,0.06616991544436202
30007494922_SEACell-9,30007494922_SEACell,0.753108488437421,0.06826221430525035
30007494922_SEACell-1,30007494922_SEACell,0.8613708472868075,0.07137679410008227
30007494922_SEACell-2,30007494922_SEACell,1.0022581064905112,0.0823944740291417
30007494922_SEACell-13,30007494922_SEACell,0.8683835174097405,0.0668385709948057
30007494922_SEACell-4,30007494922_SEACell,0.7889385932292625,0.0865932931563598
30007494922_SEACell-12,30007494922_SEACell,0.944703018345193,0.06536603859129046
30007539753_SEACell-9,30007539753_SEACell,0.8341121066453657,0.09158395176818332
30007539753_SEACell-10,30007539753_SEACell,0.7134868288482871,0.0828515689370271
30007539753_SEACell-8,30007539753_SEACell,0.9589688379872963,0.07815155903007502
30007539753_SEACell-11,30007539753_SEACell,0.8772694922761686,0.08548989160889721
30007539753_SEACell-7,30007539753_SEACell,0.749706408844685,0.0793450530012353
30007539753_SEACell-3,30007539753_SEACell,0.9890235747103879,0.0901580496042995
30007539753_SEACell-0,30007539753_SEACell,0.7106542922302117,0.09623692310756131
30007539753_SEACell-4,30007539753_SEACell,0.8730296901872627,0.07145429290352999
30007539753_SEACell-6,30007539753_SEACell,0.752191196020144,0.08149060898122645
30007539753_SEACell-1,30007539753_SEACell,0.7895102327475697,0.08409063065500018
30007539753_SEACell-12,30007539753_SEACell,0.8274350256414515,0.09406978730567399
30007539753_SEACell-2,30007539753_SEACell,1.066446980135788,0.07846270971419012
30007539753_SEACell-5,30007539753_SEACell,0.8182124725833001,0.07803982038566806
30007551939_SEACell-0,30007551939_SEACell,0.7137907197027703,0.09379755836949229
30007551939_SEACell-6,30007551939_SEACell,0.9537297460672098,0.09908684020440241
30007551939_SEACell-10,30007551939_SEACell,0.6506081058433604,0.08426493527014993
30007551939_SEACell-1,30007551939_SEACell,0.6023383559518671,0.054005967751855094
30007551939_SEACell-4,30007551939_SEACell,0.7249524222942333,0.07920647768803095
30007551939_SEACell-12,30007551939_SEACell,0.879005817956546,0.07974933783595979
30007551939_SEACell-11,30007551939_SEACell,0.6576610446064821,0.08390510162158647
30007551939_SEACell-8,30007551939_SEACell,0.817076174189826,0.07299908096823007
30007551939_SEACell-3,30007551939_SEACell,1.1084941870643354,0.09184204901798376
30007551939_SEACell-5,30007551939_SEACell,0.9384689676268316,0.08148139820240637
30007551939_SEACell-2,30007551939_SEACell,0.9740740527108301,0.08425849575129375
30007551939_SEACell-9,30007551939_SEACell,1.04178436126532,0.07955949414154503
30007551939_SEACell-7,30007551939_SEACell,0.9308254859894902,0.07993071910786675
30007532464_SEACell-3,30007532464_SEACell,0.7409782280920366,0.0958628930509446
30007532464_SEACell-1,30007532464_SEACell,0.8584313768853524,0.10474553816907259
30007532464_SEACell-0,30007532464_SEACell,0.7710625959623781,0.08714856737460888
30007532464_SEACell-5,30007532464_SEACell,0.8161056966997521,0.09430954853202814
30007532464_SEACell-7,30007532464_SEACell,0.9088741105279436,0.08967251071951894
30007532464_SEACell-4,30007532464_SEACell,0.6805443067966116,0.08656805303001183
30007532464_SEACell-10,30007532464_SEACell,0.5872751236759878,0.08074966751716779
30007532464_SEACell-8,30007532464_SEACell,0.7039825179433631,0.09586541975179692
30007532464_SEACell-6,30007532464_SEACell,0.5604766693374187,0.08990736669162849
30007532464_SEACell-9,30007532464_SEACell,0.7701055617331627,0.08706841806535331
30007532464_SEACell-2,30007532464_SEACell,0.4856213854521792,0.09665296498860389
30007540667_SEACell-12,30007540667_SEACell,0.9351542900400285,0.10157130261060518
30007540667_SEACell-8,30007540667_SEACell,0.8342242570998489,0.09262877985106631
30007540667_SEACell-7,30007540667_SEACell,0.5801368835237187,0.07636562507539148
30007540667_SEACell-9,30007540667_SEACell,0.7496303761295782,0.08316948142261839
30007540667_SEACell-2,30007540667_SEACell,0.9754227255559161,0.09227286462694965
30007540667_SEACell-4,30007540667_SEACell,0.41961980574732044,0.07260812587492455
30007540667_SEACell-6,30007540667_SEACell,0.8011798165385804,0.12152861542543492
30007540667_SEACell-10,30007540667_SEACell,0.8651484405799652,0.11402988243362584
30007540667_SEACell-5,30007540667_SEACell,0.8853734725005991,0.08003375128178301
30007540667_SEACell-3,30007540667_SEACell,0.8860962524011148,0.09418072672048988
30007540667_SEACell-0,30007540667_SEACell,0.9186549821278449,0.08268726957040246
30007540667_SEACell-11,30007540667_SEACell,0.6101397835514726,0.10031539920186743
30007540667_SEACell-1,30007540667_SEACell,0.9805195922169929,0.06736263000814127
30007494335_SEACell-3,30007494335_SEACell,0.8741463044399275,0.08645394853056632
30007494335_SEACell-10,30007494335_SEACell,1.0065058024356441,0.07452542009795883
30007494335_SEACell-12,30007494335_SEACell,0.6944694278227739,0.09627036852673387
30007494335_SEACell-8,30007494335_SEACell,0.9904564007496404,0.08798839152601766
30007494335_SEACell-5,30007494335_SEACell,0.72794544162228,0.09620480076100932
30007494335_SEACell-2,30007494335_SEACell,0.8340817163422705,0.07443866317239493
30007494335_SEACell-0,30007494335_SEACell,0.6236755733752348,0.10149095875298705
30007494335_SEACell-9,30007494335_SEACell,0.6345991412810886,0.07384604146664496
30007494335_SEACell-7,30007494335_SEACell,1.0247193582898702,0.07978229670852537
30007494335_SEACell-6,30007494335_SEACell,0.7545851630196595,0.0740285985102694
30007494335_SEACell-1,30007494335_SEACell,0.7678130464105103,0.07114618043231676
30007494335_SEACell-4,30007494335_SEACell,0.9219386624513367,0.07862927183161027
30007494335_SEACell-11,30007494335_SEACell,0.6293592420971322,0.07939851977894298
30007494335_SEACell-13,30007494335_SEACell,0.8508330200181555,0.061029159975566
30007454827_SEACell-5,30007454827_SEACell,1.0362408116569615,0.09382084036177894
30007454827_SEACell-9,30007454827_SEACell,0.6847343638808611,0.07203342480471306
30007454827_SEACell-2,30007454827_SEACell,0.7669286383324029,0.09260638690326746
30007454827_SEACell-7,30007454827_SEACell,0.841551015009755,0.0986555486866957
30007454827_SEACell-0,30007454827_SEACell,0.7952828286138337,0.08684729771877127
30007454827_SEACell-8,30007454827_SEACell,0.7416918075167465,0.0749406932094865
30007454827_SEACell-1,30007454827_SEACell,0.8083784940424225,0.08315812107606493
30007454827_SEACell-3,30007454827_SEACell,1.0017549927770977,0.07498136242659169
30007454827_SEACell-6,30007454827_SEACell,0.5481877937031043,0.0716254022295383
30007454827_SEACell-10,30007454827_SEACell,0.658777182450505,0.07985857746032823
30007454827_SEACell-11,30007454827_SEACell,0.89748316573103,0.08110157486931462
30007454827_SEACell-4,30007454827_SEACell,0.6676655885933547,0.03105124554334105
30007494373_SEACell-8,30007494373_SEACell,0.6864322373571753,0.07853228591093153
30007494373_SEACell-3,30007494373_SEACell,0.9119738742392995,0.08424699909310435
30007494373_SEACell-9,30007494373_SEACell,0.7482907004478302,0.07795834653429692
30007494373_SEACell-6,30007494373_SEACell,1.0192697447496946,0.06836960025748619
30007494373_SEACell-10,30007494373_SEACell,0.7125180709002649,0.08834636583211446
30007494373_SEACell-7,30007494373_SEACell,0.9698818162012779,0.09550663845334191
30007494373_SEACell-5,30007494373_SEACell,0.8040786845362946,0.06551999688185935
30007494373_SEACell-4,30007494373_SEACell,0.9062872917476196,0.07979641945015434
30007494373_SEACell-0,30007494373_SEACell,0.7814091469375402,0.07229950133261476
30007494373_SEACell-1,30007494373_SEACell,0.7754506420373184,0.06150928500109687
30007494373_SEACell-2,30007494373_SEACell,0.50581376269771,0.07552223942709833
30007546492_SEACell-7,30007546492_SEACell,0.9404540092005909,0.10435593408476579
